DATAFLOW,LAST UPDATE,freq,unit,sector,cofog99,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2019,133162.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2000,15934.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2001,17420.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2002,19144.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2003,21079.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2004,22442.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2005,23956.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2006,25165.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2007,26144.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2008,27285.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2009,30212.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2010,31273.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2011,31690.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2012,31142.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2013,33233.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2014,33006.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2015,33357.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2016,33801.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2017,33854.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2018,34891.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Portugal,2019,36347.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2000,7.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2001,7.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2002,7.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2003,7.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2004,7.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2005,7.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2006,7.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2007,7.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2008,7.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2009,8.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2010,8.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2011,7.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2012,8.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2013,8.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2014,8.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2015,8.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2016,8.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2017,8.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2018,8.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Austria,2019,8.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2000,6.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2001,6.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2002,6.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2003,6.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2004,6.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2005,6.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2006,6.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2007,6.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2008,7.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2009,7.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2010,7.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2011,7.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2012,7.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2013,8.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2014,8.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2015,7.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2016,7.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2017,7.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2018,7.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Belgium,2019,7.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2000,6.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2001,6.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2002,6.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2003,6.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2004,6.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2005,6.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2006,6.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2007,6.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2008,6.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2009,7.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2010,6.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2011,6.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2012,6.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2013,6.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2014,7.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2015,7.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2016,7.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2017,7.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2018,7.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Germany,2019,7.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2000,5.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2001,6.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2002,6.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2003,6.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2004,5.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2005,6.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2006,6.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2007,6.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2008,6.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2009,6.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2010,6.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2011,6.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2012,6.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2013,5.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2014,4.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2015,5.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2016,5.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2017,5.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2018,5.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Greece,2019,5.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2000,5.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2001,5.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2002,5.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2003,5.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2004,5.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2005,5.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2006,5.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2007,5.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2008,6.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2009,6.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2010,6.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2011,6.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2012,6.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2013,6.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2014,6.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2015,6.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2016,6.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2017,5.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2018,6.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Spain,2019,6.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2000,5.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2001,5.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2002,6.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2003,6.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2004,6.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2005,6.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2006,6.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2007,6.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2008,6.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2009,7.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2010,7.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2011,7.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2012,7.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2013,7.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2014,7.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2015,7.3,b,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2016,7.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2017,7.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2018,7.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Finland,2019,7.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2000,6.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2001,7.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2002,7.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2003,7.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2004,7.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2005,7.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2006,7.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2007,7.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2008,7.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2009,8.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2010,8.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2011,8.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2012,8.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2013,8.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2014,8.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2015,8.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2016,8.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2017,8.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2018,8.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,France,2019,8.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2000,5.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2001,6.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2002,6.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2003,6.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2004,6.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2005,6.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2006,6.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2007,6.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2008,7.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2009,7.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2010,7.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Health,Total general government expenditure,Italy,2011,7.1,,
